disassembled_line_length_40,disassembled_line_length_67,disassembled_line_length_49,disassembled_line_length_19,disassembled_line_length_31,disassembled_line_length_48,disassembled_line_length_50,disassembled_line_length_44,disassembled_line_length_56,disassembled_line_length_57
2813.0,11.0,762.0,0.0,0.0,325.0,732.0,645.0,207.0,32.0
11579.0,316.0,21571.0,0.0,0.0,13331.0,11551.0,24566.0,23123.0,7002.0
17041.0,341.0,40508.0,0.0,0.0,21506.0,21809.0,47223.0,33675.0,27177.0
835.0,20.0,2694.0,3.0,3.0,2675.0,841.0,2649.0,575.0,104.0
2779.0,34.0,2779.0,0.0,0.0,6378.0,3064.0,7161.0,5447.0,1184.0
1871.0,161.0,7386.0,1.0,1.0,449.0,13182.0,10360.0,2997.0,1510.0
3005.0,36.0,3199.0,0.0,0.0,7459.0,3117.0,9363.0,6889.0,1888.0
1938.0,57.0,3296.0,0.0,0.0,142.0,1168.0,2192.0,1332.0,151.0
1698.0,33.0,6221.0,0.0,0.0,3187.0,2037.0,6865.0,6919.0,2465.0
857.0,22.0,2900.0,3.0,3.0,2777.0,1026.0,2578.0,609.0,110.0
3580.0,14.0,776.0,1.0,1.0,649.0,1918.0,1120.0,446.0,73.0
761.0,21.0,2758.0,3.0,3.0,2691.0,795.0,2601.0,606.0,108.0
16047.0,349.0,34276.0,0.0,0.0,19401.0,17543.0,40272.0,28174.0,22386.0
149120.0,598.0,54403.0,1.0,1.0,61683.0,51111.0,71705.0,19622.0,2995.0
1593.0,140.0,1109.0,0.0,0.0,4602.0,3636.0,7893.0,2692.0,1066.0
2112.0,30.0,779.0,1.0,1.0,502.0,764.0,1068.0,549.0,102.0
68783.0,1866.0,68613.0,1.0,1.0,57694.0,44600.0,89759.0,50687.0,8371.0
3143.0,12.0,510.0,1.0,1.0,367.0,1310.0,593.0,282.0,67.0
2146.0,12.0,898.0,1.0,1.0,297.0,1872.0,1211.0,615.0,61.0
905.0,20.0,2724.0,3.0,3.0,2700.0,724.0,2631.0,597.0,112.0
648.0,20.0,2624.0,3.0,3.0,2643.0,661.0,2549.0,553.0,90.0
